,name,latitude (deg),longitude (deg),amount 1,amount 2,amount 3,amount 4,amount 5,amount 6,amount 7,amount 8,amount 9,amount 10,amount 11,amount 12,amount 13,amount 14,amount 15,amount 16,amount 17,amount 18,amount 19,amount 20,amount 21,amount 22,amount 23,amount 24,amount 25,amount 26,state
112,"CAL Fire Lassen Modoc Plumas Unit, California",41.30824779,-121.4464046,56.95184460008296,55.92313434111824,1526.858477860878,1512.1647203742098,122.13980530953448,120.67498543847655,105.39953164161804,104.46583610532082,6934.273291994588,6900.112012788094,89.21010823821348,88.85925856169693,82.42237246192003,82.13321819894502,123.00787853404032,122.6183941337178,135.7061927211077,135.31465394231043,146.0058436885434,145.61894099148194,86.9728048328708,86.7597114725405,104.5462686715153,104.3080770792342,104.8739536585318,104.65066980716854,California
113,"DeKalb County, Illinois",41.76580781,-88.79751098,6663.929926380271,6543.56063670358,8091.204438312527,8013.338547324264,75742.46756379194,74834.08989535514,13418.87171502382,13299.998884876291,86807.71003032295,86380.05708173702,192750.11686842144,191992.0602144464,2595.481711650884,2586.376239690048,1702.3245176890523,1696.934384538004,1561.2104032232382,1556.7060073481011,1465.838206095291,1461.9538632425233,3491.809635594574,3483.2543009665555,4141.177507905205,4131.742511543679,170723.2136457549,170359.73219654732,Illinois
114,"Macoupin County, Illinois",39.3367648,-89.78363058,337.82979992464954,331.7276449653707,578.6084146533459,573.0401633399867,1257.5337204484672,1242.4521475118636,1687.1359867017509,1672.1902719023142,2959.792317768712,2945.211079403438,4935.559782809112,4916.1489829858165,2587.409231045365,2578.3320789703835,1141.7153112711792,1138.1002558076668,782.9747370833945,780.7157025748021,1986.97307027197,1981.7077656755548,1176.0750985678728,1173.1935795087115,1208.8293732613374,1206.0752530342631,249115.58066280675,248585.1964792745,Illinois
115,"Tazewell County, Illinois",40.36595616,-89.52274432,263439.93379926926,258681.4687412316,42.2515137077188,41.84490529910214,103.3859863046379,102.14608055283028,223.78898692408885,221.80652291396413,598.0125963956626,595.0665234022521,1191.492443748372,1186.806486666639,580.9396580178625,578.901604833641,402.6670052942377,401.39202584612633,254.00071207436127,253.2678705833057,193.59832648864904,193.0853078808128,334.03455892959204,333.2161358976392,236.46638509999747,235.9276350756909,165.12453899373028,164.77297750744225,Illinois
116,"Douglas County, Illinois",39.76077104,-88.32037463,413894.6921579256,406418.59162169695,28.453323346846304,28.179502138783807,111.95913057177346,110.61640729828964,398.55052902843767,395.0199170404446,1167.1047311266427,1161.3550600501849,2245.450368468483,2236.6193564792643,730.0647242056693,727.5035102907303,472.4829644327585,470.9869241282036,342.89181690724934,341.9025072776782,300.9938478396008,300.1962405070034,556.4134368951201,555.0501600727989,651.4811090287035,649.9968157614975,235.30568587759475,234.8047039086925,Illinois
117,"Shannon County, Missouri",37.05321965,-91.29205837,68.50683572623977,67.26940987610865,167.60616190593882,165.99320017305607,503.791792153514,497.74982879724246,437.3285144789156,433.45438263502007,114092.45528040528,113530.38567973235,154651.71451142264,154043.49303203405,538.1883708899633,536.3002978209877,586.2962304833313,584.4398190204024,680.0234437706906,678.0614437809431,722.1404875815845,720.2268785420816,492.2845803031287,491.07842654440856,547.4245582712707,546.1773408540894,935.6544053385072,933.6623328373676,Missouri
118,"Lonoke County, Arkansas",34.68125955,-92.02589394,349.7376453276217,343.42040123796926,967.5278184481512,958.2167923563288,3016.103435910823,2979.931376892948,4902.881046428349,4859.448233428648,6417.412708599757,6385.79771188844,31727.36777146065,31602.58889898564,2420.0520321831987,2411.5620028279955,1543.8290261977377,1538.940743189892,1308.3616830756573,1304.586804970652,1343.3943097374215,1339.834432485089,3670.4782041398976,3661.48511099955,2248.9051113701594,2243.781348502547,3637.102101767164,3629.3584615519007,Arkansas
119,"Ouachita Parish, Louisiana",32.56645631,-91.92922355,310.39766003300974,304.79100656152366,171975.48121079046,170320.47123363474,164468.0784127019,162495.61653753283,1059.9397616866029,1050.5501466777257,77493.52058577412,77111.75342980101,143062.24093095865,142499.59907407023,313.99633284841207,312.8947705481568,528.5992199073578,526.9254966253193,475.3251521206912,473.95374654323575,427.6814997027578,426.5481811893477,503.03318875121727,501.80069966736335,665.2969269343649,663.7811565833049,302.51018773853224,301.8661227687419,Louisiana
120,"Rankin County, Mississippi",32.31228173,-89.94310381,95748.77950049596,94019.28763860522,55923.19076951539,55385.01266397203,2542.819228543717,2512.323256120645,3590.1061082663623,3558.302683754767,4072.7016367930646,4052.637717780836,8172.816498591732,8140.67406449555,2218.659590496023,2210.8760863390826,2884.9809397904296,2875.846117820754,3146.3519857028723,3137.274147842665,4174.001799142823,4162.941059977664,5690.993441661857,5677.049854141232,6693.8236290746,6678.572845580183,10322.272351085969,10300.295524190751,Mississippi
121,"Chickasaw County, Mississippi",33.90483098,-88.95057971,293.3444812754497,288.0458561050494,794.7394576381705,787.0912642889202,191288.98268859403,188994.8583263798,198405.730855659,196648.1277393035,132995.42654627806,132340.23259759432,278473.2775980968,277378.0848974793,3951.152994959739,3937.2915554253823,1028.9822539554104,1025.7241493453594,77064.03563971129,76841.6908977468,732.3463269337739,730.4056733139217,11859.594679396969,11830.537310403932,1326.3666061124554,1323.3446965036956,1057.951792276153,1055.6993402373448,Mississippi
122,"Walker County, Alabama",33.64251888,-87.33420755,785.2411314101389,771.0574712791116,1613.898617657199,1598.367227394266,2971.8529348882694,2936.211571109656,2730.3299076211374,2706.142923033456,1859.4124126102415,1850.252129490087,1306.5771949324762,1301.4386271710537,6369.145694474993,6346.801450138693,1278.5809515911462,1274.532533383068,2000.90058971486,1995.127602073819,3299.268542563169,3290.525769909694,4219.293747307258,4208.95599305681,5959.576666448523,5945.998744696357,2282.875598986416,2278.0152000203907,Alabama
123,"Sacramento County, California",38.40912626,-121.4370073,12707.073053415248,12477.547627096694,55680.3554608765,55144.51428648038,129056.44277226868,127508.67182747489,134376.53831778813,133186.1461779348,252960.69318384575,251714.49758349385,165707.00711455935,165055.3068645448,122194.56007445203,121765.87697661707,21273.115207150848,21205.75735480681,20516.692958400323,20457.498306005946,25404.963804394854,25337.64287554465,137404.49922552763,137067.84242205054,40089.94492098606,39998.60653142385,40345.19805839654,40259.30036032917,California
124,"Lowndes County, Alabama",32.1705336,-86.45223669,798.0898784282449,783.6741338412148,1711.62841465262,1695.1565194528548,3111.1549399052174,3073.842930389862,14824.531726481417,14693.206673275514,1799.2493286297702,1790.3854353147528,121863.87325231844,121384.60132502227,311623.9840100733,310530.7443867731,1357.7496972560211,1353.4506041172224,392498.8370225428,391366.4014848148,50513.62268846521,50379.76601285021,4143.354452835888,4133.20275857823,4360.662838243516,4350.727780416574,5478.336979025188,5466.6732232777385,Alabama
125,"Walton County, Florida",30.60299528,-86.0233856,602236.1504873133,591358.0742691322,3821.37502667396,3784.5999366955975,5910.202726042931,5839.321800916611,5536.544219901983,5487.498018802984,1077.076138751264,1071.7699881060314,77354.02417498002,77049.8026591113,29916.532857823357,29811.579642441586,1661.1198607346291,1655.8601954145488,1449.4877504096307,1445.3056961326877,3972.6293542934254,3962.102234468822,1744.3248994164917,1740.0511030839623,1910.0576225912,1905.705868365487,1828.0453911209845,1824.1533569107996,Florida
126,"Rutherford County, Tennessee",35.84707003,-86.38840824,92701.6358251419,91027.18393572948,3400.97405849782,3368.2447068528454,5589.723131016142,5522.685710289344,5228.758984136792,5182.439338804183,4957.136997733699,4932.715961251054,20140.39168796756,20061.18261572015,5084.536659186252,5066.699081762285,5419.538329029232,5402.3782441528565,212303.4331771667,211690.8964513632,111967.16807772484,111670.46488957014,658084.5786632955,656472.1958671055,347264.36229889933,346473.17718584323,9417.205163727987,9397.155287045722,Tennessee
127,"Trigg County, Kentucky",36.88033989,-87.70288407,148686.9113179298,146001.20812217577,6.941958023877322,6.875151932045948,61.02758942508888,60.295686951148575,81.69422026676425,80.970521331709,120.56920204274704,119.97522513972513,168.6001023547997,167.937024004823,412077.9123781846,410632.2601664985,59385.4917587573,59197.4572773796,65536.55457015289,65347.46885469323,45967.32311157925,45845.51373163069,37110.24551936807,37019.32115587767,686.3299030569201,684.7662125061562,1395.052155537424,1392.0819936690618,Kentucky
128,"Twiggs County, Georgia",32.65498374,-83.44185834,1453.403273236136,1427.1507283345663,2872.349404251347,2844.70728405814,353041.4221213688,348807.40447970515,3222.2217205070065,3193.677247960134,216383.6112123761,215317.6104006012,4570.344299914716,4552.369836584702,5369.456756359133,5350.619621918742,6276.114585706292,6256.242291712595,7270.53221848935,7249.555317959219,262707.7708473185,262011.6182652571,12050.70342265101,12021.177815288898,41241.34597104535,41147.38430230777,14193.08923115602,14162.87116922814,Georgia
129,"Laurens County, South Carolina",34.68340161,-82.05850213,502768.09664248966,493686.6928261938,192891.0175803774,191034.72646055228,160833.27576049644,158904.40598979185,89677.01733097606,88882.60174405403,98183.37187910656,97699.67741842392,62407.93196704999,62162.49114005046,120720.45028783666,120296.93866367031,37785.59894819824,37665.9570071896,2244.899438186118,2238.4224663772025,65020.33906542386,64848.040862059286,401330.9351709135,400347.6282884414,3161.8035466052006,3154.5998938032794,2648.8695952128937,2643.229969887964,South Carolina
130,"Clarendon County, South Carolina",33.66656218,-80.47018517,126637.00061638949,124349.5807336205,60585.93259991258,60002.882491710014,45913.66683058423,45363.02528210519,162009.4176556719,160574.23604008782,53335.76979291581,53073.01433940743,509694.4275372196,507689.8775085815,72683.50632375725,72428.51796229997,33854.38973595026,33747.19532822829,520867.7738641213,519364.9689588748,29681.51988579074,29602.866457910197,51038.657380344805,50913.60680817087,5121.2216531917375,5109.553786365891,14308.84317525488,14278.37866522862,South Carolina
131,"Burke County, North Carolina",35.70354545,-81.46948528,5754.603115002625,5650.658821323595,250722.20161470497,248309.3707725096,30315.784370407226,29952.207866908306,472475.3031520494,468289.8188838295,201875.61368682145,200881.08564996155,292469.4288080815,291319.19139087887,122587.675421505,122157.61319595206,11409.881627653383,11373.754096990642,15603.277070631928,15558.258579382782,14220.277191944027,14182.594702945433,118214.80635583508,117925.16650375068,18277.27409978912,18235.63231691434,9126.601330269828,9107.170169111218,North Carolina
132,"Wayne County, North Carolina",35.43899188,-78.0631739,6954.61930638665,6828.999350125154,12094.897952235482,11978.502425136508,17395.717764210727,17187.091321850232,14239.37656947728,14113.235189762394,96003.68931443268,95530.7329284607,146582.6379388241,146006.1509003099,155231.08982211602,154686.50793218,10695.123962802643,10661.25959579891,11246.386074384,11213.938061650371,11605.173044408686,11574.420352342986,19926.350646895924,19877.52879934684,49295.070377069045,49182.7596130989,8569.565863560172,8551.320669174187,North Carolina
133,"Powhatan County, Virginia",37.64107262,-78.02222606,37891.39674018162,37206.971699573376,272916.7585648932,270290.3378962151,171284.17938790866,169229.97217078228,32071.77328362048,31787.66128530655,258501.25720645057,257227.7663515612,54677.993437997,54462.953273948886,281835.77607107005,280847.0394735222,10379.713792881832,10346.848120777577,11799.631651682845,11765.587417779298,28715.82450758096,28639.730087867,187890.5922870682,187430.23875745808,195006.42423926468,194562.13396200436,17951.539285837083,17913.319225566534,Virginia
